file;fraction_done_agents;total_reward;solve_time;is_solution_optimal;is_solved;NumAgents;w;h
./Envs/Test_9/Level_71.pkl;1.0;-5832.0;1250439;False;True;50;100;100
./Envs/Test_9/Level_72.pkl;1.0;-5505.0;1222470;True;True;50;100;100
./Envs/Test_9/Level_73.pkl;1.0;-5639.0;1246729;False;True;50;100;100
./Envs/Test_9/Level_74.pkl;1.0;-6713.0;1848107;False;True;50;100;100
./Envs/Test_9/Level_75.pkl;1.0;-5415.0;1244501;False;True;50;100;100
./Envs/Test_9/Level_76.pkl;1.0;-6051.0;1249648;False;True;50;100;100
./Envs/Test_9/Level_77.pkl;1.0;-5254.0;3617240;False;True;50;100;100
./Envs/Test_9/Level_78.pkl;1.0;-5693.0;1246594;False;True;50;100;100
./Envs/Test_9/Level_79.pkl;1.0;-6266.0;1243277;False;True;50;100;100
./Envs/Test_9/Level_8.pkl;1.0;-5875.0;1192912;True;True;50;100;100
./Envs/Test_9/Level_80.pkl;1.0;-5851.0;1225254;False;True;50;100;100
./Envs/Test_9/Level_81.pkl;1.0;-5804.0;1225856;False;True;50;100;100
./Envs/Test_9/Level_82.pkl;1.0;-5782.0;1226183;False;True;50;100;100
./Envs/Test_9/Level_83.pkl;1.0;-5697.0;1225482;False;True;50;100;100
./Envs/Test_9/Level_84.pkl;1.0;-5803.0;1225606;False;True;50;100;100
./Envs/Test_9/Level_85.pkl;1.0;-5415.0;1224432;False;True;50;100;100
./Envs/Test_9/Level_86.pkl;1.0;-5711.0;1225441;False;True;50;100;100
./Envs/Test_9/Level_87.pkl;1.0;-5321.0;1225024;False;True;50;100;100
./Envs/Test_9/Level_88.pkl;1.0;-5693.0;1224716;False;True;50;100;100
./Envs/Test_9/Level_89.pkl;1.0;-6617.0;1227971;False;True;50;100;100
./Envs/Test_9/Level_9.pkl;1.0;-6323.0;3617028;False;True;50;100;100
./Envs/Test_9/Level_90.pkl;1.0;-5869.0;1226468;False;True;50;100;100
./Envs/Test_9/Level_91.pkl;1.0;-5535.0;3615634;False;True;50;100;100
./Envs/Test_9/Level_92.pkl;0.5;-6409.0;55028;False;True;50;100;100
./Envs/Test_9/Level_93.pkl;1.0;-6324.0;1225568;False;True;50;100;100
./Envs/Test_9/Level_94.pkl;1.0;-6013.0;1227065;False;True;50;100;100
./Envs/Test_9/Level_95.pkl;1.0;-5831.0;1224666;False;True;50;100;100
./Envs/Test_9/Level_96.pkl;1.0;-5583.0;1225945;False;True;50;100;100
./Envs/Test_9/Level_97.pkl;1.0;-6101.0;1225931;False;True;50;100;100
./Envs/Test_9/Level_98.pkl;1.0;-6059.0;1226448;False;True;50;100;100
./Envs/Test_9/Level_99.pkl;1.0;-5548.0;1225653;False;True;50;100;100
